image_path,file_name,split,folder_category,severity_score,target_class,original_parent,unique_filename
Dataset\Gambo\Train\Corrected\5_4729.png,5_4729.png,Validation,Corrected,5,1,Train,Train_Corrected_5_4729.png
Dataset\Gambo\Test\Reversal\6_1638.png,6_1638.png,Validation,Reversal,6,1,Test,Test_Reversal_6_1638.png
Dataset\Gambo\Test\Reversal\6_5265.png,6_5265.png,Validation,Reversal,6,1,Test,Test_Reversal_6_5265.png
Dataset\Gambo\Train\Reversal\6_9846.png,6_9846.png,Validation,Reversal,6,1,Train,Train_Reversal_6_9846.png
Dataset\Gambo\Train\Reversal\6_1726.png,6_1726.png,Validation,Reversal,6,1,Train,Train_Reversal_6_1726.png
Dataset\Gambo\Train\Reversal\6_15808.png,6_15808.png,Validation,Reversal,6,1,Train,Train_Reversal_6_15808.png
Dataset\Gambo\Train\Corrected\2_4395.png,2_4395.png,Validation,Corrected,2,1,Train,Train_Corrected_2_4395.png
Dataset\Gambo\Train\Normal\K-784.png,K-784.png,Validation,Normal,0,0,Train,Train_Normal_K-784.png
Dataset\Gambo\Train\Corrected\1_1716.png,1_1716.png,Validation,Corrected,1,1,Train,Train_Corrected_1_1716.png
Dataset\Gambo\Train\Reversal\6_4261.png,6_4261.png,Validation,Reversal,6,1,Train,Train_Reversal_6_4261.png
Dataset\Gambo\Test\Normal\H-233.png,H-233.png,Validation,Normal,0,0,Test,Test_Normal_H-233.png
Dataset\Gambo\Train\Reversal\6_2911.png,6_2911.png,Validation,Reversal,6,1,Train,Train_Reversal_6_2911.png
Dataset\Gambo\Test\Corrected\4_877.png,4_877.png,Validation,Corrected,4,1,Test,Test_Corrected_4_877.png
Dataset\Gambo\Train\Normal\M-2030.png,M-2030.png,Validation,Normal,0,0,Train,Train_Normal_M-2030.png
Dataset\Gambo\Train\Reversal\6_4175.png,6_4175.png,Validation,Reversal,6,1,Train,Train_Reversal_6_4175.png
Dataset\Gambo\Train\Corrected\6_1251.png,6_1251.png,Validation,Corrected,6,1,Train,Train_Corrected_6_1251.png
Dataset\Gambo\Train\Corrected\1_37833.png,1_37833.png,Validation,Corrected,1,1,Train,Train_Corrected_1_37833.png
Dataset\Gambo\Train\Reversal\6_2765.png,6_2765.png,Validation,Reversal,6,1,Train,Train_Reversal_6_2765.png
Dataset\Gambo\Train\Corrected\1_3076.png,1_3076.png,Validation,Corrected,1,1,Train,Train_Corrected_1_3076.png
Dataset\Gambo\Train\Corrected\2_3874.png,2_3874.png,Validation,Corrected,2,1,Train,Train_Corrected_2_3874.png
Dataset\Gambo\Train\Reversal\6_13544.png,6_13544.png,Validation,Reversal,6,1,Train,Train_Reversal_6_13544.png
Dataset\Gambo\Train\Corrected\2_3807.png,2_3807.png,Validation,Corrected,2,1,Train,Train_Corrected_2_3807.png
Dataset\Gambo\Train\Corrected\1_30855.png,1_30855.png,Validation,Corrected,1,1,Train,Train_Corrected_1_30855.png
Dataset\Gambo\Train\Reversal\6_4155.png,6_4155.png,Validation,Reversal,6,1,Train,Train_Reversal_6_4155.png
Dataset\Gambo\Test\Corrected\1_5694.png,1_5694.png,Validation,Corrected,1,1,Test,Test_Corrected_1_5694.png
Dataset\Gambo\Train\Normal\A-1617.png,A-1617.png,Validation,Normal,0,0,Train,Train_Normal_A-1617.png
Dataset\Gambo\Train\Corrected\6_3196.png,6_3196.png,Validation,Corrected,6,1,Train,Train_Corrected_6_3196.png
Dataset\Gambo\Train\Reversal\6_10691.png,6_10691.png,Validation,Reversal,6,1,Train,Train_Reversal_6_10691.png
Dataset\Gambo\Train\Normal\F-534.png,F-534.png,Validation,Normal,0,0,Train,Train_Normal_F-534.png
Dataset\Gambo\Test\Normal\G-389.png,G-389.png,Validation,Normal,0,0,Test,Test_Normal_G-389.png
Dataset\Gambo\Train\Normal\C-2475.png,C-2475.png,Validation,Normal,0,0,Train,Train_Normal_C-2475.png
Dataset\Gambo\Test\Corrected\1_2161.png,1_2161.png,Validation,Corrected,1,1,Test,Test_Corrected_1_2161.png
Dataset\Gambo\Test\Corrected\1_8053.png,1_8053.png,Validation,Corrected,1,1,Test,Test_Corrected_1_8053.png
Dataset\Gambo\Test\Reversal\6_847.png,6_847.png,Validation,Reversal,6,1,Test,Test_Reversal_6_847.png
Dataset\Gambo\Train\Corrected\6_648.png,6_648.png,Validation,Corrected,6,1,Train,Train_Corrected_6_648.png
Dataset\Gambo\Train\Corrected\3_3710.png,3_3710.png,Validation,Corrected,3,1,Train,Train_Corrected_3_3710.png
Dataset\Gambo\Train\Corrected\1_31379.png,1_31379.png,Validation,Corrected,1,1,Train,Train_Corrected_1_31379.png
Dataset\Gambo\Train\Normal\I-434.png,I-434.png,Validation,Normal,0,0,Train,Train_Normal_I-434.png
Dataset\Gambo\Train\Normal\L-1270.png,L-1270.png,Validation,Normal,0,0,Train,Train_Normal_L-1270.png
Dataset\Gambo\Train\Reversal\6_18363.png,6_18363.png,Validation,Reversal,6,1,Train,Train_Reversal_6_18363.png
Dataset\Gambo\Train\Normal\D-2245.png,D-2245.png,Validation,Normal,0,0,Train,Train_Normal_D-2245.png
Dataset\Gambo\Train\Normal\Z-321.png,Z-321.png,Validation,Normal,0,0,Train,Train_Normal_Z-321.png
Dataset\Gambo\Train\Reversal\6_13233.png,6_13233.png,Validation,Reversal,6,1,Train,Train_Reversal_6_13233.png
Dataset\Gambo\Train\Corrected\6_2481.png,6_2481.png,Validation,Corrected,6,1,Train,Train_Corrected_6_2481.png
Dataset\Gambo\Train\Corrected\1_13123.png,1_13123.png,Validation,Corrected,1,1,Train,Train_Corrected_1_13123.png
Dataset\Gambo\Train\Corrected\2_3791.png,2_3791.png,Validation,Corrected,2,1,Train,Train_Corrected_2_3791.png
Dataset\Gambo\Train\Corrected\1_35573.png,1_35573.png,Validation,Corrected,1,1,Train,Train_Corrected_1_35573.png
Dataset\Gambo\Train\Corrected\1_19768.png,1_19768.png,Validation,Corrected,1,1,Train,Train_Corrected_1_19768.png
Dataset\Gambo\Train\Corrected\1_26291.png,1_26291.png,Validation,Corrected,1,1,Train,Train_Corrected_1_26291.png
Dataset\Gambo\Test\Normal\Y-117.png,Y-117.png,Validation,Normal,0,0,Test,Test_Normal_Y-117.png
Dataset\Gambo\Train\Corrected\2_5242.png,2_5242.png,Validation,Corrected,2,1,Train,Train_Corrected_2_5242.png
Dataset\Gambo\Train\Corrected\5_1222.png,5_1222.png,Validation,Corrected,5,1,Train,Train_Corrected_5_1222.png
Dataset\Gambo\Train\Corrected\3_5041.png,3_5041.png,Validation,Corrected,3,1,Train,Train_Corrected_3_5041.png
Dataset\Gambo\Train\Corrected\5_943.png,5_943.png,Validation,Corrected,5,1,Train,Train_Corrected_5_943.png
Dataset\Gambo\Test\Reversal\6_2011.png,6_2011.png,Validation,Reversal,6,1,Test,Test_Reversal_6_2011.png
Dataset\Gambo\Train\Reversal\6_5645.png,6_5645.png,Validation,Reversal,6,1,Train,Train_Reversal_6_5645.png
Dataset\Gambo\Train\Normal\H-703.png,H-703.png,Validation,Normal,0,0,Train,Train_Normal_H-703.png
Dataset\Gambo\Train\Reversal\6_12648.png,6_12648.png,Validation,Reversal,6,1,Train,Train_Reversal_6_12648.png
Dataset\Gambo\Train\Normal\M-902.png,M-902.png,Validation,Normal,0,0,Train,Train_Normal_M-902.png
Dataset\Gambo\Train\Normal\F-857.png,F-857.png,Validation,Normal,0,0,Train,Train_Normal_F-857.png
Dataset\Gambo\Test\Reversal\6_244.png,6_244.png,Validation,Reversal,6,1,Test,Test_Reversal_6_244.png
Dataset\Gambo\Train\Corrected\3_5311.png,3_5311.png,Validation,Corrected,3,1,Train,Train_Corrected_3_5311.png
Dataset\Gambo\Train\Reversal\6_14383.png,6_14383.png,Validation,Reversal,6,1,Train,Train_Reversal_6_14383.png
Dataset\Gambo\Train\Reversal\6_15485.png,6_15485.png,Validation,Reversal,6,1,Train,Train_Reversal_6_15485.png
Dataset\Gambo\Train\Normal\L-1377.png,L-1377.png,Validation,Normal,0,0,Train,Train_Normal_L-1377.png
Dataset\Gambo\Train\Reversal\6_16107.png,6_16107.png,Validation,Reversal,6,1,Train,Train_Reversal_6_16107.png
Dataset\Gambo\Train\Reversal\6_176.png,6_176.png,Validation,Reversal,6,1,Train,Train_Reversal_6_176.png
Dataset\Gambo\Train\Corrected\1_4106.png,1_4106.png,Validation,Corrected,1,1,Train,Train_Corrected_1_4106.png
Dataset\Gambo\Train\Corrected\4_1487.png,4_1487.png,Validation,Corrected,4,1,Train,Train_Corrected_4_1487.png
Dataset\Gambo\Train\Reversal\6_10167.png,6_10167.png,Validation,Reversal,6,1,Train,Train_Reversal_6_10167.png
Dataset\Gambo\Train\Reversal\6_12158.png,6_12158.png,Validation,Reversal,6,1,Train,Train_Reversal_6_12158.png
Dataset\Gambo\Train\Normal\M-905.png,M-905.png,Validation,Normal,0,0,Train,Train_Normal_M-905.png
Dataset\Gambo\Train\Normal\J-1413.png,J-1413.png,Validation,Normal,0,0,Train,Train_Normal_J-1413.png
Dataset\Gambo\Test\Normal\H-71.png,H-71.png,Validation,Normal,0,0,Test,Test_Normal_H-71.png
Dataset\Gambo\Train\Normal\A-1493.png,A-1493.png,Validation,Normal,0,0,Train,Train_Normal_A-1493.png
Dataset\Gambo\Train\Corrected\4_333.png,4_333.png,Validation,Corrected,4,1,Train,Train_Corrected_4_333.png
Dataset\Gambo\Test\Corrected\2_87.png,2_87.png,Validation,Corrected,2,1,Test,Test_Corrected_2_87.png
Dataset\Gambo\Train\Corrected\1_17257.png,1_17257.png,Validation,Corrected,1,1,Train,Train_Corrected_1_17257.png
Dataset\Gambo\Train\Normal\D-2119.png,D-2119.png,Validation,Normal,0,0,Train,Train_Normal_D-2119.png
Dataset\Gambo\Train\Corrected\1_33230.png,1_33230.png,Validation,Corrected,1,1,Train,Train_Corrected_1_33230.png
Dataset\Gambo\Train\Normal\G-1093.png,G-1093.png,Validation,Normal,0,0,Train,Train_Normal_G-1093.png
Dataset\Gambo\Train\Normal\B-2496.png,B-2496.png,Validation,Normal,0,0,Train,Train_Normal_B-2496.png
Dataset\Gambo\Train\Corrected\1_27577.png,1_27577.png,Validation,Corrected,1,1,Train,Train_Corrected_1_27577.png
Dataset\Gambo\Train\Normal\M-2379.png,M-2379.png,Validation,Normal,0,0,Train,Train_Normal_M-2379.png
Dataset\Gambo\Train\Reversal\6_15440.png,6_15440.png,Validation,Reversal,6,1,Train,Train_Reversal_6_15440.png
Dataset\Gambo\Train\Reversal\6_7329.png,6_7329.png,Validation,Reversal,6,1,Train,Train_Reversal_6_7329.png
Dataset\Gambo\Train\Corrected\1_25238.png,1_25238.png,Validation,Corrected,1,1,Train,Train_Corrected_1_25238.png
Dataset\Gambo\Test\Reversal\6_1432.png,6_1432.png,Validation,Reversal,6,1,Test,Test_Reversal_6_1432.png
Dataset\Gambo\Train\Normal\F-599.png,F-599.png,Validation,Normal,0,0,Train,Train_Normal_F-599.png
Dataset\Gambo\Train\Normal\G-1538.png,G-1538.png,Validation,Normal,0,0,Train,Train_Normal_G-1538.png
Dataset\Gambo\Train\Corrected\1_3063.png,1_3063.png,Validation,Corrected,1,1,Train,Train_Corrected_1_3063.png
Dataset\Gambo\Train\Corrected\6_5294.png,6_5294.png,Validation,Corrected,6,1,Train,Train_Corrected_6_5294.png
Dataset\Gambo\Test\Corrected\1_4955.png,1_4955.png,Validation,Corrected,1,1,Test,Test_Corrected_1_4955.png
Dataset\Gambo\Train\Reversal\6_25949.png,6_25949.png,Validation,Reversal,6,1,Train,Train_Reversal_6_25949.png
Dataset\Gambo\Train\Normal\N-2223.png,N-2223.png,Validation,Normal,0,0,Train,Train_Normal_N-2223.png
Dataset\Gambo\Test\Normal\U-175.png,U-175.png,Validation,Normal,0,0,Test,Test_Normal_U-175.png
Dataset\Gambo\Train\Normal\J-2737.png,J-2737.png,Validation,Normal,0,0,Train,Train_Normal_J-2737.png
Dataset\Gambo\Train\Normal\H-2025.png,H-2025.png,Validation,Normal,0,0,Train,Train_Normal_H-2025.png
Dataset\Gambo\Train\Reversal\6_2477.png,6_2477.png,Validation,Reversal,6,1,Train,Train_Reversal_6_2477.png
Dataset\Gambo\Train\Reversal\6_4747.png,6_4747.png,Validation,Reversal,6,1,Train,Train_Reversal_6_4747.png
Dataset\Gambo\Train\Corrected\2_4263.png,2_4263.png,Validation,Corrected,2,1,Train,Train_Corrected_2_4263.png
Dataset\Gambo\Train\Corrected\4_5376.png,4_5376.png,Validation,Corrected,4,1,Train,Train_Corrected_4_5376.png
Dataset\Gambo\Train\Reversal\6_9609.png,6_9609.png,Validation,Reversal,6,1,Train,Train_Reversal_6_9609.png
Dataset\Gambo\Train\Corrected\1_34105.png,1_34105.png,Validation,Corrected,1,1,Train,Train_Corrected_1_34105.png
Dataset\Gambo\Train\Normal\D-1504.png,D-1504.png,Validation,Normal,0,0,Train,Train_Normal_D-1504.png
Dataset\Gambo\Train\Normal\G-1654.png,G-1654.png,Validation,Normal,0,0,Train,Train_Normal_G-1654.png
Dataset\Gambo\Train\Reversal\6_9555.png,6_9555.png,Validation,Reversal,6,1,Train,Train_Reversal_6_9555.png
Dataset\Gambo\Train\Corrected\1_19049.png,1_19049.png,Validation,Corrected,1,1,Train,Train_Corrected_1_19049.png
Dataset\Gambo\Train\Corrected\6_6207.png,6_6207.png,Validation,Corrected,6,1,Train,Train_Corrected_6_6207.png
Dataset\Gambo\Test\Corrected\1_3483.png,1_3483.png,Validation,Corrected,1,1,Test,Test_Corrected_1_3483.png
Dataset\Gambo\Train\Reversal\6_379.png,6_379.png,Validation,Reversal,6,1,Train,Train_Reversal_6_379.png
Dataset\Gambo\Train\Reversal\6_25599.png,6_25599.png,Validation,Reversal,6,1,Train,Train_Reversal_6_25599.png
Dataset\Gambo\Train\Corrected\1_19398.png,1_19398.png,Validation,Corrected,1,1,Train,Train_Corrected_1_19398.png
Dataset\Gambo\Train\Reversal\6_23273.png,6_23273.png,Validation,Reversal,6,1,Train,Train_Reversal_6_23273.png
Dataset\Gambo\Test\Normal\M-463.png,M-463.png,Validation,Normal,0,0,Test,Test_Normal_M-463.png
Dataset\Gambo\Test\Reversal\6_1333.png,6_1333.png,Validation,Reversal,6,1,Test,Test_Reversal_6_1333.png
Dataset\Gambo\Train\Corrected\3_1716.png,3_1716.png,Validation,Corrected,3,1,Train,Train_Corrected_3_1716.png
Dataset\Gambo\Test\Corrected\1_4627.png,1_4627.png,Validation,Corrected,1,1,Test,Test_Corrected_1_4627.png
Dataset\Gambo\Train\Corrected\4_3004.png,4_3004.png,Validation,Corrected,4,1,Train,Train_Corrected_4_3004.png
Dataset\Gambo\Train\Reversal\6_21119.png,6_21119.png,Validation,Reversal,6,1,Train,Train_Reversal_6_21119.png
Dataset\Gambo\Train\Corrected\3_840.png,3_840.png,Validation,Corrected,3,1,Train,Train_Corrected_3_840.png
Dataset\Gambo\Train\Corrected\6_2614.png,6_2614.png,Validation,Corrected,6,1,Train,Train_Corrected_6_2614.png
Dataset\Gambo\Test\Normal\U-128.png,U-128.png,Validation,Normal,0,0,Test,Test_Normal_U-128.png
Dataset\Gambo\Test\Normal\X-167.png,X-167.png,Validation,Normal,0,0,Test,Test_Normal_X-167.png
Dataset\Gambo\Test\Corrected\1_1044.png,1_1044.png,Validation,Corrected,1,1,Test,Test_Corrected_1_1044.png
Dataset\Gambo\Train\Normal\K-621.png,K-621.png,Validation,Normal,0,0,Train,Train_Normal_K-621.png
Dataset\Gambo\Train\Corrected\1_18002.png,1_18002.png,Validation,Corrected,1,1,Train,Train_Corrected_1_18002.png
Dataset\Gambo\Train\Corrected\1_17658.png,1_17658.png,Validation,Corrected,1,1,Train,Train_Corrected_1_17658.png
Dataset\Gambo\Test\Corrected\1_6758.png,1_6758.png,Validation,Corrected,1,1,Test,Test_Corrected_1_6758.png
Dataset\Gambo\Train\Corrected\3_6033.png,3_6033.png,Validation,Corrected,3,1,Train,Train_Corrected_3_6033.png
Dataset\Gambo\Test\Corrected\4_189.png,4_189.png,Validation,Corrected,4,1,Test,Test_Corrected_4_189.png
Dataset\Gambo\Train\Corrected\1_33279.png,1_33279.png,Validation,Corrected,1,1,Train,Train_Corrected_1_33279.png
Dataset\Gambo\Train\Reversal\6_9767.png,6_9767.png,Validation,Reversal,6,1,Train,Train_Reversal_6_9767.png
Dataset\Gambo\Test\Normal\Q-14.png,Q-14.png,Validation,Normal,0,0,Test,Test_Normal_Q-14.png
Dataset\Gambo\Train\Normal\K-1245.png,K-1245.png,Validation,Normal,0,0,Train,Train_Normal_K-1245.png
Dataset\Gambo\Train\Normal\F-913.png,F-913.png,Validation,Normal,0,0,Train,Train_Normal_F-913.png
Dataset\Gambo\Train\Corrected\1_3111.png,1_3111.png,Validation,Corrected,1,1,Train,Train_Corrected_1_3111.png
Dataset\Gambo\Train\Corrected\1_36651.png,1_36651.png,Validation,Corrected,1,1,Train,Train_Corrected_1_36651.png
Dataset\Gambo\Train\Normal\D-2092.png,D-2092.png,Validation,Normal,0,0,Train,Train_Normal_D-2092.png
Dataset\Gambo\Train\Normal\E-2106.png,E-2106.png,Validation,Normal,0,0,Train,Train_Normal_E-2106.png
Dataset\Gambo\Train\Corrected\6_3083.png,6_3083.png,Validation,Corrected,6,1,Train,Train_Corrected_6_3083.png
Dataset\Gambo\Train\Reversal\6_23354.png,6_23354.png,Validation,Reversal,6,1,Train,Train_Reversal_6_23354.png
Dataset\Gambo\Test\Reversal\6_2575.png,6_2575.png,Validation,Reversal,6,1,Test,Test_Reversal_6_2575.png
Dataset\Gambo\Train\Normal\K-811.png,K-811.png,Validation,Normal,0,0,Train,Train_Normal_K-811.png
Dataset\Gambo\Train\Reversal\6_2796.png,6_2796.png,Validation,Reversal,6,1,Train,Train_Reversal_6_2796.png
Dataset\Gambo\Train\Corrected\1_10906.png,1_10906.png,Validation,Corrected,1,1,Train,Train_Corrected_1_10906.png
Dataset\Gambo\Train\Reversal\6_31189.png,6_31189.png,Validation,Reversal,6,1,Train,Train_Reversal_6_31189.png
Dataset\Gambo\Test\Reversal\6_3426.png,6_3426.png,Validation,Reversal,6,1,Test,Test_Reversal_6_3426.png
Dataset\Gambo\Train\Reversal\6_13848.png,6_13848.png,Validation,Reversal,6,1,Train,Train_Reversal_6_13848.png
Dataset\Gambo\Train\Normal\U-666.png,U-666.png,Validation,Normal,0,0,Train,Train_Normal_U-666.png
Dataset\Gambo\Train\Corrected\4_2720.png,4_2720.png,Validation,Corrected,4,1,Train,Train_Corrected_4_2720.png
Dataset\Gambo\Train\Reversal\6_2067.png,6_2067.png,Validation,Reversal,6,1,Train,Train_Reversal_6_2067.png
Dataset\Gambo\Train\Reversal\6_12982.png,6_12982.png,Validation,Reversal,6,1,Train,Train_Reversal_6_12982.png
Dataset\Gambo\Train\Normal\E-1841.png,E-1841.png,Validation,Normal,0,0,Train,Train_Normal_E-1841.png
Dataset\Gambo\Test\Corrected\1_1189.png,1_1189.png,Validation,Corrected,1,1,Test,Test_Corrected_1_1189.png
Dataset\Gambo\Test\Normal\U-959.png,U-959.png,Validation,Normal,0,0,Test,Test_Normal_U-959.png
Dataset\Gambo\Train\Corrected\4_5003.png,4_5003.png,Validation,Corrected,4,1,Train,Train_Corrected_4_5003.png
Dataset\Gambo\Train\Normal\O-367.png,O-367.png,Validation,Normal,0,0,Train,Train_Normal_O-367.png
Dataset\Gambo\Train\Reversal\6_14241.png,6_14241.png,Validation,Reversal,6,1,Train,Train_Reversal_6_14241.png
Dataset\Gambo\Test\Normal\S-3340.png,S-3340.png,Validation,Normal,0,0,Test,Test_Normal_S-3340.png
Dataset\Gambo\Train\Reversal\6_25402.png,6_25402.png,Validation,Reversal,6,1,Train,Train_Reversal_6_25402.png
Dataset\Gambo\Test\Corrected\3_24.png,3_24.png,Validation,Corrected,3,1,Test,Test_Corrected_3_24.png
Dataset\Gambo\Train\Reversal\6_16587.png,6_16587.png,Validation,Reversal,6,1,Train,Train_Reversal_6_16587.png
Dataset\Gambo\Train\Corrected\6_4435.png,6_4435.png,Validation,Corrected,6,1,Train,Train_Corrected_6_4435.png
Dataset\Gambo\Train\Corrected\4_470.png,4_470.png,Validation,Corrected,4,1,Train,Train_Corrected_4_470.png
Dataset\Gambo\Train\Normal\P-282.png,P-282.png,Validation,Normal,0,0,Train,Train_Normal_P-282.png
Dataset\Gambo\Train\Corrected\6_4164.png,6_4164.png,Validation,Corrected,6,1,Train,Train_Corrected_6_4164.png
Dataset\Gambo\Train\Corrected\3_2436.png,3_2436.png,Validation,Corrected,3,1,Train,Train_Corrected_3_2436.png
Dataset\Gambo\Train\Normal\N-665.png,N-665.png,Validation,Normal,0,0,Train,Train_Normal_N-665.png
Dataset\Gambo\Train\Reversal\6_10651.png,6_10651.png,Validation,Reversal,6,1,Train,Train_Reversal_6_10651.png
Dataset\Gambo\Train\Reversal\6_26509.png,6_26509.png,Validation,Reversal,6,1,Train,Train_Reversal_6_26509.png
Dataset\Gambo\Train\Corrected\6_6083.png,6_6083.png,Validation,Corrected,6,1,Train,Train_Corrected_6_6083.png
Dataset\Gambo\Test\Corrected\1_9022.png,1_9022.png,Validation,Corrected,1,1,Test,Test_Corrected_1_9022.png
Dataset\Gambo\Train\Reversal\6_22720.png,6_22720.png,Validation,Reversal,6,1,Train,Train_Reversal_6_22720.png
Dataset\Gambo\Train\Corrected\3_1725.png,3_1725.png,Validation,Corrected,3,1,Train,Train_Corrected_3_1725.png
Dataset\Gambo\Test\Reversal\6_4200.png,6_4200.png,Validation,Reversal,6,1,Test,Test_Reversal_6_4200.png
Dataset\Gambo\Test\Normal\H-280.png,H-280.png,Validation,Normal,0,0,Test,Test_Normal_H-280.png
Dataset\Gambo\Test\Reversal\6_376.png,6_376.png,Validation,Reversal,6,1,Test,Test_Reversal_6_376.png
Dataset\Gambo\Train\Corrected\5_2216.png,5_2216.png,Validation,Corrected,5,1,Train,Train_Corrected_5_2216.png
Dataset\Gambo\Test\Reversal\6_4557.png,6_4557.png,Validation,Reversal,6,1,Test,Test_Reversal_6_4557.png
Dataset\Gambo\Train\Corrected\3_1748.png,3_1748.png,Validation,Corrected,3,1,Train,Train_Corrected_3_1748.png
Dataset\Gambo\Train\Corrected\6_3723.png,6_3723.png,Validation,Corrected,6,1,Train,Train_Corrected_6_3723.png
Dataset\Gambo\Train\Normal\K-2363.png,K-2363.png,Validation,Normal,0,0,Train,Train_Normal_K-2363.png
Dataset\Gambo\Train\Corrected\4_4034.png,4_4034.png,Validation,Corrected,4,1,Train,Train_Corrected_4_4034.png
Dataset\Gambo\Test\Corrected\5_194.png,5_194.png,Validation,Corrected,5,1,Test,Test_Corrected_5_194.png
Dataset\Gambo\Test\Corrected\1_7931.png,1_7931.png,Validation,Corrected,1,1,Test,Test_Corrected_1_7931.png
Dataset\Gambo\Test\Normal\L-255.png,L-255.png,Validation,Normal,0,0,Test,Test_Normal_L-255.png
Dataset\Gambo\Train\Reversal\6_3649.png,6_3649.png,Validation,Reversal,6,1,Train,Train_Reversal_6_3649.png
Dataset\Gambo\Test\Corrected\1_4237.png,1_4237.png,Validation,Corrected,1,1,Test,Test_Corrected_1_4237.png
Dataset\Gambo\Train\Normal\B-1251.png,B-1251.png,Validation,Normal,0,0,Train,Train_Normal_B-1251.png
Dataset\Gambo\Train\Corrected\1_11662.png,1_11662.png,Validation,Corrected,1,1,Train,Train_Corrected_1_11662.png
Dataset\Gambo\Train\Corrected\2_1235.png,2_1235.png,Validation,Corrected,2,1,Train,Train_Corrected_2_1235.png
Dataset\Gambo\Train\Corrected\5_1720.png,5_1720.png,Validation,Corrected,5,1,Train,Train_Corrected_5_1720.png
Dataset\Gambo\Train\Corrected\1_37761.png,1_37761.png,Validation,Corrected,1,1,Train,Train_Corrected_1_37761.png
Dataset\Gambo\Train\Normal\L-1421.png,L-1421.png,Validation,Normal,0,0,Train,Train_Normal_L-1421.png
Dataset\Gambo\Train\Normal\E-2363.png,E-2363.png,Validation,Normal,0,0,Train,Train_Normal_E-2363.png
Dataset\Gambo\Train\Reversal\6_28681.png,6_28681.png,Validation,Reversal,6,1,Train,Train_Reversal_6_28681.png
Dataset\Gambo\Test\Normal\X-231.png,X-231.png,Validation,Normal,0,0,Test,Test_Normal_X-231.png
Dataset\Gambo\Train\Corrected\4_3325.png,4_3325.png,Validation,Corrected,4,1,Train,Train_Corrected_4_3325.png
Dataset\Gambo\Train\Reversal\6_20602.png,6_20602.png,Validation,Reversal,6,1,Train,Train_Reversal_6_20602.png
Dataset\Gambo\Train\Reversal\6_581.png,6_581.png,Validation,Reversal,6,1,Train,Train_Reversal_6_581.png
Dataset\Gambo\Train\Corrected\5_2307.png,5_2307.png,Validation,Corrected,5,1,Train,Train_Corrected_5_2307.png
Dataset\Gambo\Train\Reversal\6_4650.png,6_4650.png,Validation,Reversal,6,1,Train,Train_Reversal_6_4650.png
Dataset\Gambo\Train\Reversal\6_16026.png,6_16026.png,Validation,Reversal,6,1,Train,Train_Reversal_6_16026.png
Dataset\Gambo\Train\Reversal\6_21536.png,6_21536.png,Validation,Reversal,6,1,Train,Train_Reversal_6_21536.png
Dataset\Gambo\Train\Reversal\6_29231.png,6_29231.png,Validation,Reversal,6,1,Train,Train_Reversal_6_29231.png
Dataset\Gambo\Train\Corrected\1_12706.png,1_12706.png,Validation,Corrected,1,1,Train,Train_Corrected_1_12706.png
Dataset\Gambo\Train\Corrected\3_3465.png,3_3465.png,Validation,Corrected,3,1,Train,Train_Corrected_3_3465.png
Dataset\Gambo\Train\Corrected\6_652.png,6_652.png,Validation,Corrected,6,1,Train,Train_Corrected_6_652.png
Dataset\Gambo\Train\Reversal\6_26109.png,6_26109.png,Validation,Reversal,6,1,Train,Train_Reversal_6_26109.png
Dataset\Gambo\Train\Corrected\1_37328.png,1_37328.png,Validation,Corrected,1,1,Train,Train_Corrected_1_37328.png
Dataset\Gambo\Train\Corrected\4_615.png,4_615.png,Validation,Corrected,4,1,Train,Train_Corrected_4_615.png
Dataset\Gambo\Train\Normal\M-1986.png,M-1986.png,Validation,Normal,0,0,Train,Train_Normal_M-1986.png
Dataset\Gambo\Test\Reversal\6_5865.png,6_5865.png,Validation,Reversal,6,1,Test,Test_Reversal_6_5865.png
Dataset\Gambo\Train\Corrected\1_38205.png,1_38205.png,Validation,Corrected,1,1,Train,Train_Corrected_1_38205.png
Dataset\Gambo\Test\Corrected\1_712.png,1_712.png,Validation,Corrected,1,1,Test,Test_Corrected_1_712.png
Dataset\Gambo\Test\Reversal\6_4734.png,6_4734.png,Validation,Reversal,6,1,Test,Test_Reversal_6_4734.png
Dataset\Gambo\Train\Normal\M-1648.png,M-1648.png,Validation,Normal,0,0,Train,Train_Normal_M-1648.png
Dataset\Gambo\Train\Corrected\4_1034.png,4_1034.png,Validation,Corrected,4,1,Train,Train_Corrected_4_1034.png
Dataset\Gambo\Train\Corrected\2_4995.png,2_4995.png,Validation,Corrected,2,1,Train,Train_Corrected_2_4995.png
Dataset\Gambo\Train\Reversal\6_25338.png,6_25338.png,Validation,Reversal,6,1,Train,Train_Reversal_6_25338.png
Dataset\Gambo\Train\Normal\J-2913.png,J-2913.png,Validation,Normal,0,0,Train,Train_Normal_J-2913.png
Dataset\Gambo\Train\Normal\N-1818.png,N-1818.png,Validation,Normal,0,0,Train,Train_Normal_N-1818.png
Dataset\Gambo\Test\Reversal\6_4736.png,6_4736.png,Validation,Reversal,6,1,Test,Test_Reversal_6_4736.png
Dataset\Gambo\Train\Corrected\1_27490.png,1_27490.png,Validation,Corrected,1,1,Train,Train_Corrected_1_27490.png
Dataset\Gambo\Train\Reversal\6_29046.png,6_29046.png,Validation,Reversal,6,1,Train,Train_Reversal_6_29046.png
