image_path,file_name,split,folder_category,severity_score,target_class,ink_density,center_of_mass_x,center_of_mass_y,bounding_box_ratio,stroke_transitions
Dataset\Gambo\Train\Corrected\3_45.png,3_45.png,Validation,Corrected,3,1,0.122449,13.4896,11.9896,0.9474,2.6429
Dataset\Gambo\Train\Normal\K-1955.png,K-1955.png,Validation,Normal,0,0,0.140306,13.0636,14.0545,1.0,2.5
Dataset\Gambo\Train\Corrected\2_2474.png,2_2474.png,Validation,Corrected,2,1,0.068878,12.8704,12.7037,0.7222,1.4286
Dataset\Gambo\Train\Normal\G-1135.png,G-1135.png,Validation,Normal,0,0,0.117347,11.6304,14.4891,0.9,2.0714
Dataset\Gambo\Train\Corrected\1_13993.png,1_13993.png,Validation,Corrected,1,1,0.172194,12.7926,13.0667,0.9444,2.3571
Dataset\Gambo\Train\Normal\E-2382.png,E-2382.png,Validation,Normal,0,0,0.228316,12.7486,13.5307,1.1111,1.6429
Dataset\Gambo\Train\Corrected\2_6364.png,2_6364.png,Validation,Corrected,2,1,0.178571,13.5786,12.9,1.1333,2.0714
Dataset\Gambo\Train\Corrected\2_2537.png,2_2537.png,Validation,Corrected,2,1,0.109694,12.2209,13.2442,1.0625,2.5
Dataset\Gambo\Train\Corrected\1_21940.png,1_21940.png,Validation,Corrected,1,1,0.190051,14.6242,13.2617,0.9474,2.2857
Dataset\Gambo\Train\Corrected\1_3799.png,1_3799.png,Validation,Corrected,1,1,0.130102,15.3333,12.7255,0.8,2.1429
Dataset\Gambo\Train\Corrected\1_18579.png,1_18579.png,Validation,Corrected,1,1,0.13648,12.1495,12.3084,1.0625,2.0714
Dataset\Gambo\Train\Corrected\6_4470.png,6_4470.png,Validation,Corrected,6,1,0.144133,13.4513,12.7434,0.9,2.2857
Dataset\Gambo\Train\Reversal\6_31006.png,6_31006.png,Validation,Reversal,6,1,0.164541,11.3256,12.7364,1.0526,2.9286
Dataset\Gambo\Train\Corrected\6_2243.png,6_2243.png,Validation,Corrected,6,1,0.178571,12.4571,15.3857,1.0,1.5714
Dataset\Gambo\Train\Corrected\5_3965.png,5_3965.png,Validation,Corrected,5,1,0.133929,13.9238,13.7905,1.3571,2.2143
Dataset\Gambo\Train\Corrected\1_36715.png,1_36715.png,Validation,Corrected,1,1,0.054847,12.6512,13.5116,0.4211,1.0
Dataset\Gambo\Train\Corrected\1_33215.png,1_33215.png,Validation,Corrected,1,1,0.08801,11.5217,13.8986,0.8947,2.3571
Dataset\Gambo\Train\Reversal\6_22516.png,6_22516.png,Validation,Reversal,6,1,0.110969,11.7816,17.0345,1.0,1.8571
Dataset\Gambo\Train\Reversal\6_15295.png,6_15295.png,Validation,Reversal,6,1,0.184949,12.0897,13.9862,1.0,2.8571
Dataset\Gambo\Train\Corrected\3_3868.png,3_3868.png,Validation,Corrected,3,1,0.13648,11.6168,13.0467,1.2667,2.7143
Dataset\Gambo\Train\Corrected\1_15491.png,1_15491.png,Validation,Corrected,1,1,0.103316,14.4198,13.8148,1.125,2.3571
Dataset\Gambo\Train\Corrected\1_33435.png,1_33435.png,Validation,Corrected,1,1,0.177296,13.446,13.5612,0.9474,2.5
Dataset\Gambo\Train\Corrected\1_10460.png,1_10460.png,Validation,Corrected,1,1,0.123724,10.3608,14.0515,1.0556,2.2857
Dataset\Gambo\Train\Normal\H-2398.png,H-2398.png,Validation,Normal,0,0,0.096939,14.0263,15.1184,1.6667,2.5
Dataset\Gambo\Train\Normal\J-1639.png,J-1639.png,Validation,Normal,0,0,0.098214,14.4805,13.7922,1.1111,1.6429
Dataset\Gambo\Train\Reversal\6_24355.png,6_24355.png,Validation,Reversal,6,1,0.125,16.6939,11.6327,1.0526,1.5714
Dataset\Gambo\Train\Reversal\6_24080.png,6_24080.png,Validation,Reversal,6,1,0.107143,14.7381,14.4167,1.1765,2.1429
Dataset\Gambo\Train\Reversal\6_18704.png,6_18704.png,Validation,Reversal,6,1,0.167092,13.6412,13.8855,1.0526,3.1429
Dataset\Gambo\Train\Normal\C-1308.png,C-1308.png,Validation,Normal,0,0,0.260204,12.5343,14.1667,1.0,1.7143
Dataset\Gambo\Train\Corrected\5_781.png,5_781.png,Validation,Corrected,5,1,0.118622,11.9247,12.1828,1.4615,2.2857
Dataset\Gambo\Train\Reversal\6_20760.png,6_20760.png,Validation,Reversal,6,1,0.121173,14.6,14.8211,1.7273,1.4286
Dataset\Gambo\Train\Reversal\6_15488.png,6_15488.png,Validation,Reversal,6,1,0.135204,13.1321,13.5943,1.1765,3.1429
Dataset\Gambo\Train\Corrected\3_4729.png,3_4729.png,Validation,Corrected,3,1,0.167092,11.2366,12.2137,1.0,2.1429
Dataset\Gambo\Train\Corrected\2_782.png,2_782.png,Validation,Corrected,2,1,0.072704,12.0877,11.0877,1.8,2.3571
Dataset\Gambo\Train\Corrected\1_4022.png,1_4022.png,Validation,Corrected,1,1,0.105867,13.5301,13.8193,2.0,2.2143
Dataset\Gambo\Train\Reversal\6_11102.png,6_11102.png,Validation,Reversal,6,1,0.251276,13.0305,13.2995,1.1111,2.5714
Dataset\Gambo\Train\Reversal\6_26730.png,6_26730.png,Validation,Reversal,6,1,0.142857,12.7411,13.5357,1.0526,2.7857
Dataset\Gambo\Train\Normal\D-1302.png,D-1302.png,Validation,Normal,0,0,0.202806,13.9119,13.4717,1.4286,2.1429
Dataset\Gambo\Train\Reversal\6_31945.png,6_31945.png,Validation,Reversal,6,1,0.183673,13.0347,16.7569,1.2941,1.8571
Dataset\Gambo\Train\Normal\N-1984.png,N-1984.png,Validation,Normal,0,0,0.216837,13.0647,13.9529,1.0,3.0
Dataset\Gambo\Train\Corrected\1_3854.png,1_3854.png,Validation,Corrected,1,1,0.21301,14.9042,14.9641,1.0,2.3571
Dataset\Gambo\Train\Corrected\4_2682.png,4_2682.png,Validation,Corrected,4,1,0.086735,12.8971,12.3971,1.5833,1.7857
Dataset\Gambo\Train\Reversal\6_21957.png,6_21957.png,Validation,Reversal,6,1,0.133929,12.9238,15.6762,1.1111,1.6429
Dataset\Gambo\Train\Normal\I-606.png,I-606.png,Validation,Normal,0,0,0.16199,12.6929,13.9843,1.1765,1.5
Dataset\Gambo\Train\Corrected\5_64.png,5_64.png,Validation,Corrected,5,1,0.191327,13.1,12.14,1.1176,1.8571
Dataset\Gambo\Train\Normal\A-768.png,A-768.png,Validation,Normal,0,0,0.123724,13.0,13.5361,1.4286,2.5
Dataset\Gambo\Train\Reversal\6_9830.png,6_9830.png,Validation,Reversal,6,1,0.159439,14.088,11.864,1.0476,1.7143
Dataset\Gambo\Train\Normal\J-2422.png,J-2422.png,Validation,Normal,0,0,0.096939,10.8947,11.8553,0.9,1.6429
Dataset\Gambo\Train\Corrected\1_2800.png,1_2800.png,Validation,Corrected,1,1,0.182398,13.8392,14.9021,0.9,1.7143
Dataset\Gambo\Train\Corrected\2_3877.png,2_3877.png,Validation,Corrected,2,1,0.168367,12.3712,13.8333,1.125,2.5714
Dataset\Gambo\Train\Corrected\2_3577.png,2_3577.png,Validation,Corrected,2,1,0.167092,11.5115,13.3969,1.2,2.4286
Dataset\Gambo\Train\Corrected\5_5358.png,5_5358.png,Validation,Corrected,5,1,0.182398,12.3427,13.6783,1.0526,2.5
Dataset\Gambo\Train\Corrected\1_15408.png,1_15408.png,Validation,Corrected,1,1,0.133929,14.6762,12.9048,1.0,2.6429
Dataset\Gambo\Train\Corrected\3_3547.png,3_3547.png,Validation,Corrected,3,1,0.163265,11.8359,13.7891,1.0,2.2857
Dataset\Gambo\Train\Corrected\1_13667.png,1_13667.png,Validation,Corrected,1,1,0.164541,12.7907,13.1705,0.9444,2.3571
Dataset\Gambo\Train\Reversal\6_1169.png,6_1169.png,Validation,Reversal,6,1,0.16199,13.6142,13.4882,0.9474,1.5
Dataset\Gambo\Train\Reversal\6_3881.png,6_3881.png,Validation,Reversal,6,1,0.170918,15.7388,12.9627,1.1111,1.5714
Dataset\Gambo\Train\Reversal\6_22781.png,6_22781.png,Validation,Reversal,6,1,0.125,9.0408,15.2653,1.2222,1.7143
Dataset\Gambo\Train\Reversal\6_31708.png,6_31708.png,Validation,Reversal,6,1,0.183673,14.8681,16.9236,1.0,2.0714
Dataset\Gambo\Train\Reversal\6_10124.png,6_10124.png,Validation,Reversal,6,1,0.188776,14.8311,13.1216,1.0,1.8571
Dataset\Gambo\Train\Normal\C-1307.png,C-1307.png,Validation,Normal,0,0,0.183673,11.2917,14.7986,0.9,1.8571
Dataset\Gambo\Train\Normal\A-1160.png,A-1160.png,Validation,Normal,0,0,0.102041,15.35,14.1,0.8,2.0
Dataset\Gambo\Train\Normal\H-721.png,H-721.png,Validation,Normal,0,0,0.216837,13.0706,14.1294,1.1111,2.5
Dataset\Gambo\Train\Normal\H-955.png,H-955.png,Validation,Normal,0,0,0.131378,13.9612,15.1553,1.1111,2.4286
Dataset\Gambo\Train\Corrected\1_22758.png,1_22758.png,Validation,Corrected,1,1,0.188776,13.1622,14.4797,1.3571,1.7857
Dataset\Gambo\Train\Corrected\1_12399.png,1_12399.png,Validation,Corrected,1,1,0.072704,11.6491,11.4561,1.5833,2.3571
Dataset\Gambo\Train\Reversal\6_13232.png,6_13232.png,Validation,Reversal,6,1,0.125,13.3673,12.4898,0.95,2.1429
Dataset\Gambo\Train\Reversal\6_17983.png,6_17983.png,Validation,Reversal,6,1,0.098214,14.6753,12.1948,0.8421,1.2143
Dataset\Gambo\Train\Corrected\5_2186.png,5_2186.png,Validation,Corrected,5,1,0.026786,10.5238,13.3333,0.4,0.9286
Dataset\Gambo\Train\Normal\L-1355.png,L-1355.png,Validation,Normal,0,0,0.0625,9.9796,15.7143,0.8,1.2857
Dataset\Gambo\Train\Corrected\1_20056.png,1_20056.png,Validation,Corrected,1,1,0.13648,14.0374,11.972,1.0588,2.5714
Dataset\Gambo\Train\Reversal\6_18465.png,6_18465.png,Validation,Reversal,6,1,0.190051,12.7785,14.0537,1.1765,3.4286
Dataset\Gambo\Train\Corrected\1_20350.png,1_20350.png,Validation,Corrected,1,1,0.11352,11.9438,14.1573,1.125,2.3571
Dataset\Gambo\Train\Corrected\1_3573.png,1_3573.png,Validation,Corrected,1,1,0.15051,13.9237,14.7288,1.25,2.7143
Dataset\Gambo\Train\Corrected\1_13017.png,1_13017.png,Validation,Corrected,1,1,0.169643,11.4211,12.8271,1.0,1.8571
Dataset\Gambo\Train\Reversal\6_4007.png,6_4007.png,Validation,Reversal,6,1,0.183673,13.2014,13.5417,1.0,2.2143
Dataset\Gambo\Train\Reversal\6_19198.png,6_19198.png,Validation,Reversal,6,1,0.125,13.398,13.2857,0.6316,1.5
Dataset\Gambo\Train\Corrected\1_26707.png,1_26707.png,Validation,Corrected,1,1,0.178571,14.4929,13.3429,1.1111,2.2857
Dataset\Gambo\Train\Corrected\1_34671.png,1_34671.png,Validation,Corrected,1,1,0.127551,13.46,13.59,1.3571,2.6429
Dataset\Gambo\Train\Reversal\6_17577.png,6_17577.png,Validation,Reversal,6,1,0.094388,13.8108,12.1892,0.9444,1.6429
Dataset\Gambo\Train\Reversal\6_574.png,6_574.png,Validation,Reversal,6,1,0.227041,13.4326,12.4831,1.0526,1.5714
Dataset\Gambo\Train\Normal\H-783.png,H-783.png,Validation,Normal,0,0,0.165816,12.7923,13.5385,0.9,2.5714
Dataset\Gambo\Train\Normal\C-1812.png,C-1812.png,Validation,Normal,0,0,0.181122,12.7465,13.9014,1.0,1.6429
Dataset\Gambo\Train\Reversal\6_10897.png,6_10897.png,Validation,Reversal,6,1,0.145408,14.9737,12.7281,1.0476,2.0
Dataset\Gambo\Train\Corrected\1_30492.png,1_30492.png,Validation,Corrected,1,1,0.19898,16.5385,15.6603,1.2105,2.2143
Dataset\Gambo\Train\Corrected\1_16558.png,1_16558.png,Validation,Corrected,1,1,0.123724,13.3814,13.433,0.4211,0.9286
Dataset\Gambo\Train\Normal\H-1480.png,H-1480.png,Validation,Normal,0,0,0.118622,12.8065,13.0,0.9,2.5
Dataset\Gambo\Train\Normal\I-951.png,I-951.png,Validation,Normal,0,0,0.122449,14.375,12.9271,1.0,1.6429
Dataset\Gambo\Train\Corrected\1_2023.png,1_2023.png,Validation,Corrected,1,1,0.128827,13.9505,13.4653,0.9,3.6429
Dataset\Gambo\Train\Corrected\1_27221.png,1_27221.png,Validation,Corrected,1,1,0.160714,12.7778,13.0159,0.8947,2.2143
Dataset\Gambo\Train\Corrected\5_5724.png,5_5724.png,Validation,Corrected,5,1,0.158163,13.9194,13.1129,1.0,2.6429
Dataset\Gambo\Train\Corrected\5_1450.png,5_1450.png,Validation,Corrected,5,1,0.22449,11.3807,14.4318,0.8696,2.8571
Dataset\Gambo\Train\Normal\M-630.png,M-630.png,Validation,Normal,0,0,0.107143,12.9167,12.4762,0.6,2.4286
Dataset\Gambo\Train\Corrected\1_33411.png,1_33411.png,Validation,Corrected,1,1,0.121173,15.0211,13.8211,1.1111,2.0714
Dataset\Gambo\Train\Corrected\1_31214.png,1_31214.png,Validation,Corrected,1,1,0.118622,12.0645,11.9677,1.1765,2.3571
Dataset\Gambo\Train\Corrected\1_12248.png,1_12248.png,Validation,Corrected,1,1,0.107143,11.7024,12.4167,1.2143,2.0
Dataset\Gambo\Train\Corrected\4_3555.png,4_3555.png,Validation,Corrected,4,1,0.094388,12.5811,13.5946,1.0588,2.2143
Dataset\Gambo\Train\Corrected\4_881.png,4_881.png,Validation,Corrected,4,1,0.054847,11.9535,12.2093,1.6364,2.2143
Dataset\Gambo\Train\Corrected\1_22027.png,1_22027.png,Validation,Corrected,1,1,0.225765,12.3051,12.452,1.2667,2.3571
Dataset\Gambo\Train\Normal\B-1196.png,B-1196.png,Validation,Normal,0,0,0.153061,13.5667,13.6417,1.25,2.5
Dataset\Gambo\Train\Corrected\4_6374.png,4_6374.png,Validation,Corrected,4,1,0.142857,14.4375,12.8304,1.1875,2.3571
Dataset\Gambo\Train\Normal\G-2231.png,G-2231.png,Validation,Normal,0,0,0.109694,12.9419,14.2093,1.0,2.4286
Dataset\Gambo\Train\Reversal\6_7181.png,6_7181.png,Validation,Reversal,6,1,0.140306,16.7818,12.7182,1.05,1.6429
Dataset\Gambo\Train\Corrected\1_13565.png,1_13565.png,Validation,Corrected,1,1,0.219388,12.6337,12.8837,1.0556,2.5
Dataset\Gambo\Train\Corrected\2_1562.png,2_1562.png,Validation,Corrected,2,1,0.216837,11.6588,13.8,0.9524,2.7857
Dataset\Gambo\Train\Corrected\2_4660.png,2_4660.png,Validation,Corrected,2,1,0.160714,13.5,13.2381,1.125,2.2143
Dataset\Gambo\Train\Corrected\4_4678.png,4_4678.png,Validation,Corrected,4,1,0.093112,13.726,12.9863,0.8824,1.8571
Dataset\Gambo\Train\Normal\N-1864.png,N-1864.png,Validation,Normal,0,0,0.091837,12.6389,15.1111,0.7,1.7857
Dataset\Gambo\Train\Corrected\1_11826.png,1_11826.png,Validation,Corrected,1,1,0.121173,11.0421,11.3895,0.9474,2.3571
Dataset\Gambo\Train\Reversal\6_21476.png,6_21476.png,Validation,Reversal,6,1,0.132653,13.4712,13.1346,1.0,2.2143
Dataset\Gambo\Train\Reversal\6_23711.png,6_23711.png,Validation,Reversal,6,1,0.126276,13.4141,15.0303,1.0,2.5
Dataset\Gambo\Train\Corrected\3_5756.png,3_5756.png,Validation,Corrected,3,1,0.118622,12.3118,12.7204,0.8333,1.8571
Dataset\Gambo\Train\Corrected\2_988.png,2_988.png,Validation,Corrected,2,1,0.057398,12.7556,11.5778,1.0,1.7143
Dataset\Gambo\Train\Corrected\1_4186.png,1_4186.png,Validation,Corrected,1,1,0.170918,13.209,12.8731,1.25,2.5714
Dataset\Gambo\Train\Reversal\6_29962.png,6_29962.png,Validation,Reversal,6,1,0.200255,12.6178,14.0318,1.1765,2.3571
Dataset\Gambo\Train\Corrected\5_4511.png,5_4511.png,Validation,Corrected,5,1,0.225765,12.8757,12.8531,1.0,2.4286
Dataset\Gambo\Train\Corrected\1_36981.png,1_36981.png,Validation,Corrected,1,1,0.257653,13.8762,12.7822,1.0,2.3571
Dataset\Gambo\Train\Corrected\4_2366.png,4_2366.png,Validation,Corrected,4,1,0.179847,13.1702,13.3191,1.0588,1.5714
Dataset\Gambo\Train\Corrected\1_12777.png,1_12777.png,Validation,Corrected,1,1,0.200255,13.2803,12.9236,0.8947,1.7857
Dataset\Gambo\Train\Corrected\6_1847.png,6_1847.png,Validation,Corrected,6,1,0.168367,11.9242,13.2348,0.8421,2.6429
Dataset\Gambo\Train\Normal\C-603.png,C-603.png,Validation,Normal,0,0,0.16199,12.6535,14.685,1.1111,1.9286
Dataset\Gambo\Train\Corrected\1_24525.png,1_24525.png,Validation,Corrected,1,1,0.132653,12.2885,11.7981,1.2667,2.1429
Dataset\Gambo\Train\Corrected\4_3565.png,4_3565.png,Validation,Corrected,4,1,0.191327,14.6267,13.5267,0.8947,1.7143
Dataset\Gambo\Train\Corrected\1_26343.png,1_26343.png,Validation,Corrected,1,1,0.149235,13.1111,12.6581,1.2667,2.4286
Dataset\Gambo\Train\Reversal\6_31291.png,6_31291.png,Validation,Reversal,6,1,0.142857,14.8214,16.8661,1.0556,1.7143
Dataset\Gambo\Train\Corrected\4_112.png,4_112.png,Validation,Corrected,4,1,0.183673,11.8403,12.5694,0.9444,2.2143
Dataset\Gambo\Train\Normal\E-1463.png,E-1463.png,Validation,Normal,0,0,0.145408,14.0175,14.9035,1.1111,2.0
Dataset\Gambo\Train\Corrected\4_5454.png,4_5454.png,Validation,Corrected,4,1,0.117347,14.0978,12.4022,1.2857,2.7143
Dataset\Gambo\Train\Corrected\4_2044.png,4_2044.png,Validation,Corrected,4,1,0.093112,13.9315,12.6712,0.5556,1.9286
Dataset\Gambo\Train\Corrected\1_26663.png,1_26663.png,Validation,Corrected,1,1,0.090561,12.662,13.0986,1.5833,3.0714
Dataset\Gambo\Train\Reversal\6_28852.png,6_28852.png,Validation,Reversal,6,1,0.095663,14.1867,13.9867,1.2667,2.0
Dataset\Gambo\Train\Corrected\1_1026.png,1_1026.png,Validation,Corrected,1,1,0.107143,12.4405,12.2619,1.25,1.9286
Dataset\Gambo\Train\Corrected\1_13895.png,1_13895.png,Validation,Corrected,1,1,0.158163,14.3387,13.4032,0.8947,2.1429
Dataset\Gambo\Train\Reversal\6_10642.png,6_10642.png,Validation,Reversal,6,1,0.239796,12.8936,13.4521,0.9524,2.4286
Dataset\Gambo\Train\Corrected\1_37895.png,1_37895.png,Validation,Corrected,1,1,0.102041,12.725,12.1125,1.4615,2.3571
Dataset\Gambo\Train\Normal\E-900.png,E-900.png,Validation,Normal,0,0,0.16199,11.9213,14.2205,1.25,1.7143
Dataset\Gambo\Train\Normal\I-657.png,I-657.png,Validation,Normal,0,0,0.165816,12.9231,12.3462,1.0526,1.5
Dataset\Gambo\Train\Reversal\6_23715.png,6_23715.png,Validation,Reversal,6,1,0.16199,15.3543,14.126,0.8947,1.7857
Dataset\Gambo\Train\Reversal\6_26405.png,6_26405.png,Validation,Reversal,6,1,0.188776,13.6351,13.5068,0.9474,2.3571
Dataset\Gambo\Train\Reversal\6_14050.png,6_14050.png,Validation,Reversal,6,1,0.183673,13.8264,13.2986,1.0556,2.0714
Dataset\Gambo\Train\Corrected\1_37078.png,1_37078.png,Validation,Corrected,1,1,0.264031,12.9227,14.2512,1.0,2.1429
Dataset\Gambo\Train\Normal\J-679.png,J-679.png,Validation,Normal,0,0,0.095663,11.88,12.2,0.8,1.4286
Dataset\Gambo\Train\Normal\A-1738.png,A-1738.png,Validation,Normal,0,0,0.137755,15.1481,12.6389,1.0,2.4286
Dataset\Gambo\Train\Reversal\6_966.png,6_966.png,Validation,Reversal,6,1,0.141582,12.7027,13.5946,1.2667,1.5
Dataset\Gambo\Train\Normal\J-855.png,J-855.png,Validation,Normal,0,0,0.089286,14.5714,12.9429,0.8,1.3571
Dataset\Gambo\Train\Corrected\1_2735.png,1_2735.png,Validation,Corrected,1,1,0.151786,13.0504,14.7731,0.9,2.3571
Dataset\Gambo\Train\Normal\E-1180.png,E-1180.png,Validation,Normal,0,0,0.179847,11.3191,13.1844,1.1111,1.9286
Dataset\Gambo\Train\Corrected\1_11548.png,1_11548.png,Validation,Corrected,1,1,0.072704,11.8596,12.386,1.9,2.0
Dataset\Gambo\Train\Reversal\6_15632.png,6_15632.png,Validation,Reversal,6,1,0.165816,13.5308,12.1385,1.2667,2.3571
Dataset\Gambo\Train\Corrected\1_32175.png,1_32175.png,Validation,Corrected,1,1,0.114796,13.5556,13.1556,0.6316,1.4286
Dataset\Gambo\Train\Corrected\5_1115.png,5_1115.png,Validation,Corrected,5,1,0.090561,12.0423,11.5211,1.7273,2.2143
Dataset\Gambo\Train\Corrected\4_4544.png,4_4544.png,Validation,Corrected,4,1,0.13648,10.5794,12.0467,1.2857,2.0714
Dataset\Gambo\Train\Reversal\6_2981.png,6_2981.png,Validation,Reversal,6,1,0.153061,16.3667,10.6417,0.9545,1.7857
Dataset\Gambo\Train\Normal\C-1834.png,C-1834.png,Validation,Normal,0,0,0.202806,12.5157,14.0566,1.0,1.6429
Dataset\Gambo\Train\Reversal\6_11083.png,6_11083.png,Validation,Reversal,6,1,0.156888,14.6585,14.3252,0.9048,1.6429
Dataset\Gambo\Train\Reversal\6_21269.png,6_21269.png,Validation,Reversal,6,1,0.09949,14.4615,13.7949,1.3333,2.0714
Dataset\Gambo\Train\Normal\M-632.png,M-632.png,Validation,Normal,0,0,0.154337,14.6942,12.5041,1.4286,3.0
Dataset\Gambo\Train\Corrected\1_13647.png,1_13647.png,Validation,Corrected,1,1,0.117347,12.2609,12.3587,1.125,2.5
Dataset\Gambo\Train\Corrected\1_20648.png,1_20648.png,Validation,Corrected,1,1,0.121173,15.2211,13.7368,1.1176,2.3571
Dataset\Gambo\Train\Corrected\2_5749.png,2_5749.png,Validation,Corrected,2,1,0.11352,10.618,11.4382,0.9444,2.4286
Dataset\Gambo\Train\Corrected\1_10050.png,1_10050.png,Validation,Corrected,1,1,0.137755,11.6574,13.25,1.125,2.2857
Dataset\Gambo\Train\Corrected\2_1923.png,2_1923.png,Validation,Corrected,2,1,0.059949,13.1915,11.8723,0.6471,1.2857
Dataset\Gambo\Train\Corrected\1_4456.png,1_4456.png,Validation,Corrected,1,1,0.135204,12.434,12.8585,0.7,1.8571
Dataset\Gambo\Train\Corrected\6_4709.png,6_4709.png,Validation,Corrected,6,1,0.196429,14.526,12.6883,1.0,2.3571
Dataset\Gambo\Train\Corrected\4_4351.png,4_4351.png,Validation,Corrected,4,1,0.119898,15.234,13.0851,0.8824,1.5714
Dataset\Gambo\Train\Corrected\1_32906.png,1_32906.png,Validation,Corrected,1,1,0.125,14.5102,12.2347,1.0,2.7857
Dataset\Gambo\Train\Corrected\1_38204.png,1_38204.png,Validation,Corrected,1,1,0.128827,12.1188,12.3663,1.4615,2.0
Dataset\Gambo\Train\Corrected\2_6116.png,2_6116.png,Validation,Corrected,2,1,0.190051,13.9866,13.4832,1.0,1.8571
Dataset\Gambo\Train\Corrected\4_805.png,4_805.png,Validation,Corrected,4,1,0.068878,12.537,13.1667,1.5833,2.4286
Dataset\Gambo\Train\Corrected\1_21723.png,1_21723.png,Validation,Corrected,1,1,0.155612,11.8852,13.5984,1.0588,2.5714
Dataset\Gambo\Train\Normal\M-1613.png,M-1613.png,Validation,Normal,0,0,0.168367,13.4091,12.75,1.0,3.5714
Dataset\Gambo\Train\Corrected\1_36201.png,1_36201.png,Validation,Corrected,1,1,0.076531,12.1,14.1333,1.5385,1.8571
Dataset\Gambo\Train\Normal\D-2023.png,D-2023.png,Validation,Normal,0,0,0.188776,13.5878,14.7838,1.1111,2.2857
Dataset\Gambo\Train\Corrected\2_6329.png,2_6329.png,Validation,Corrected,2,1,0.178571,13.1071,13.5357,1.0,2.2143
Dataset\Gambo\Train\Normal\D-2112.png,D-2112.png,Validation,Normal,0,0,0.110969,13.954,14.4713,1.25,2.4286
Dataset\Gambo\Train\Corrected\5_1706.png,5_1706.png,Validation,Corrected,5,1,0.21301,12.8922,12.1796,1.0,2.2857
Dataset\Gambo\Train\Reversal\6_18780.png,6_18780.png,Validation,Reversal,6,1,0.11352,12.2135,15.3371,0.9474,2.2857
Dataset\Gambo\Train\Normal\N-859.png,N-859.png,Validation,Normal,0,0,0.131378,15.8447,14.4175,1.0,3.2857
Dataset\Gambo\Train\Corrected\1_13879.png,1_13879.png,Validation,Corrected,1,1,0.137755,12.5833,13.4074,0.9474,2.5714
Dataset\Gambo\Train\Normal\K-2119.png,K-2119.png,Validation,Normal,0,0,0.133929,11.9429,13.1048,0.9474,2.1429
Dataset\Gambo\Train\Reversal\6_21429.png,6_21429.png,Validation,Reversal,6,1,0.098214,14.5584,13.7792,1.125,2.2143
Dataset\Gambo\Train\Reversal\6_7184.png,6_7184.png,Validation,Reversal,6,1,0.15051,13.7627,15.0,1.0,2.5714
Dataset\Gambo\Train\Corrected\1_19137.png,1_19137.png,Validation,Corrected,1,1,0.119898,12.8511,14.0638,1.2,2.5
Dataset\Gambo\Train\Reversal\6_5004.png,6_5004.png,Validation,Reversal,6,1,0.193878,13.2632,12.5197,1.1,2.3571
Dataset\Gambo\Train\Corrected\2_1519.png,2_1519.png,Validation,Corrected,2,1,0.139031,13.7798,15.1927,0.9524,3.0
Dataset\Gambo\Train\Corrected\1_26404.png,1_26404.png,Validation,Corrected,1,1,0.218112,14.2749,13.386,1.1111,2.3571
Dataset\Gambo\Train\Corrected\1_23976.png,1_23976.png,Validation,Corrected,1,1,0.09949,14.4359,11.7179,0.5789,1.5
Dataset\Gambo\Train\Corrected\2_3178.png,2_3178.png,Validation,Corrected,2,1,0.218112,11.9357,13.9298,1.125,1.4286
Dataset\Gambo\Train\Reversal\6_2909.png,6_2909.png,Validation,Reversal,6,1,0.155612,15.5328,11.5492,0.9474,1.3571
Dataset\Gambo\Train\Corrected\5_6123.png,5_6123.png,Validation,Corrected,5,1,0.16199,13.1496,13.4882,1.1176,2.7143
Dataset\Gambo\Train\Reversal\6_18955.png,6_18955.png,Validation,Reversal,6,1,0.211735,13.4217,13.6807,1.0526,1.9286
Dataset\Gambo\Train\Corrected\1_3745.png,1_3745.png,Validation,Corrected,1,1,0.15051,13.8136,14.5339,1.4286,2.7857
Dataset\Gambo\Train\Corrected\5_1484.png,5_1484.png,Validation,Corrected,5,1,0.1875,10.8163,11.6803,1.1429,2.5714
Dataset\Gambo\Train\Corrected\1_37443.png,1_37443.png,Validation,Corrected,1,1,0.067602,12.434,12.6038,2.1111,2.5714
Dataset\Gambo\Train\Reversal\6_22513.png,6_22513.png,Validation,Reversal,6,1,0.105867,10.5181,15.3133,1.0,1.5
Dataset\Gambo\Train\Normal\B-1630.png,B-1630.png,Validation,Normal,0,0,0.123724,13.7835,13.7423,1.6667,2.5714
Dataset\Gambo\Train\Reversal\6_8742.png,6_8742.png,Validation,Reversal,6,1,0.193878,14.3947,13.5066,0.95,1.9286
Dataset\Gambo\Train\Corrected\1_3774.png,1_3774.png,Validation,Corrected,1,1,0.188776,13.7905,13.5743,1.0,2.7857
Dataset\Gambo\Train\Normal\L-1985.png,L-1985.png,Validation,Normal,0,0,0.066327,12.25,16.4615,1.7273,1.4286
Dataset\Gambo\Train\Corrected\3_2119.png,3_2119.png,Validation,Corrected,3,1,0.071429,12.9464,12.5536,0.7647,1.3571
Dataset\Gambo\Train\Corrected\1_18818.png,1_18818.png,Validation,Corrected,1,1,0.084184,12.9242,12.6818,1.0625,2.4286
Dataset\Gambo\Train\Normal\K-995.png,K-995.png,Validation,Normal,0,0,0.147959,12.9397,14.3707,1.25,2.4286
Dataset\Gambo\Train\Reversal\6_20413.png,6_20413.png,Validation,Reversal,6,1,0.122449,15.3229,15.6979,1.1176,1.5714
